crop_path,text,split,field_type,style_id,bias,category,vocab_bucket
crops\header_03712.png,JUICES and SMOOTHIES,test,header,10,0.85,Juices & Smoothies,train
crops\header_03713.png,JUICES and SMOOTHIES,train,header,5,0.45,Juices & Smoothies,train
crops\header_03714.png,JUICES and SMOOTHIES,train,header,0,0.64,Juices & Smoothies,train
crops\header_03715.png,JUICES and SMOOTHIES,train,header,2,0.82,Juices & Smoothies,train
crops\header_03716.png,JUICES and SMOOTHIES,test,header,3,0.74,Juices & Smoothies,train
crops\header_03717.png,JUICES and SMOOTHIES,train,header,11,0.85,Juices & Smoothies,train
crops\header_03718.png,JUICES and SMOOTHIES,train,header,6,0.79,Juices & Smoothies,train
crops\header_03719.png,JUICES and SMOOTHIES,train,header,6,0.43,Juices & Smoothies,train
crops\header_03720.png,JUICES and SMOOTHIES,train,header,8,0.94,Juices & Smoothies,train
crops\header_03721.png,JUICES and SMOOTHIES,val,header,12,0.76,Juices & Smoothies,train
crops\header_03722.png,JUICES and SMOOTHIES,test,header,3,0.71,Juices & Smoothies,train
crops\header_03723.png,JUICES and SMOOTHIES,train,header,4,0.43,Juices & Smoothies,train
crops\header_03724.png,JUICES and SMOOTHIES,train,header,4,0.47,Juices & Smoothies,train
crops\header_03725.png,JUICES and SMOOTHIES,val,header,7,0.91,Juices & Smoothies,train
crops\name_03726.png,Orange Juice,train,name,2,0.79,Juices & Smoothies,train
crops\name_03727.png,Orange Juice,val,name,12,0.95,Juices & Smoothies,train
crops\name_03728.png,Orange Juice,train,name,4,0.71,Juices & Smoothies,train
crops\name_03729.png,Orange Juice,val,name,7,0.91,Juices & Smoothies,train
crops\name_03730.png,Orange Juice,train,name,6,0.56,Juices & Smoothies,train
crops\name_03731.png,Orange Juice,val,name,7,0.67,Juices & Smoothies,train
crops\name_03732.png,Orange Juice,val,name,12,0.61,Juices & Smoothies,train
crops\name_03733.png,Orange Juice,train,name,2,0.84,Juices & Smoothies,train
crops\name_03734.png,Orange Juice,train,name,1,0.63,Juices & Smoothies,train
crops\name_03735.png,Orange Juice,test,name,10,0.93,Juices & Smoothies,train
crops\name_03736.png,Orange Juice,test,name,10,0.89,Juices & Smoothies,train
crops\name_03737.png,Orange Juice,train,name,4,0.67,Juices & Smoothies,train
crops\name_03738.png,Orange Juice,train,name,8,0.55,Juices & Smoothies,train
crops\name_03739.png,Orange Juice,train,name,4,0.94,Juices & Smoothies,train
crops\name_03740.png,Orange Juice,train,name,6,0.57,Juices & Smoothies,train
crops\name_03741.png,Orange Juice,train,name,2,0.6,Juices & Smoothies,train
crops\name_03742.png,Orange Juice,val,name,7,0.81,Juices & Smoothies,train
crops\name_03743.png,Orange Juice,train,name,5,0.6,Juices & Smoothies,train
crops\name_03744.png,Orange Juice,train,name,6,0.66,Juices & Smoothies,train
crops\name_03745.png,Orange Juice,train,name,6,0.45,Juices & Smoothies,train
crops\name_03746.png,Orange Juice,train,name,6,0.64,Juices & Smoothies,train
crops\name_03747.png,Orange Juice,val,name,7,0.59,Juices & Smoothies,train
crops\name_03748.png,Orange Juice,train,name,5,0.48,Juices & Smoothies,train
crops\price_03749.png,10.77,val,price,12,0.58,Juices & Smoothies,train
crops\price_03750.png,10.77,train,price,8,0.91,Juices & Smoothies,train
crops\price_03751.png,10.77,val,price,12,0.68,Juices & Smoothies,train
crops\price_03752.png,10.77,test,price,10,0.55,Juices & Smoothies,train
crops\price_03753.png,10.77,train,price,0,0.48,Juices & Smoothies,train
crops\price_03754.png,10.77,val,price,7,0.48,Juices & Smoothies,train
crops\price_03755.png,10.77,train,price,6,0.5,Juices & Smoothies,train
crops\price_03756.png,10.77,train,price,5,0.9,Juices & Smoothies,train
crops\price_03757.png,10.77,train,price,2,0.84,Juices & Smoothies,train
crops\price_03758.png,10.77,train,price,0,0.43,Juices & Smoothies,train
crops\price_03759.png,10.77,train,price,1,0.71,Juices & Smoothies,train
crops\price_03760.png,10.77,train,price,8,0.72,Juices & Smoothies,train
crops\price_03761.png,10.77,train,price,4,0.63,Juices & Smoothies,train
crops\price_03762.png,10.77,train,price,8,0.7,Juices & Smoothies,train
crops\price_03763.png,10.77,train,price,5,0.76,Juices & Smoothies,train
crops\price_03764.png,10.77,train,price,8,0.58,Juices & Smoothies,train
crops\price_03765.png,10.77,train,price,9,0.84,Juices & Smoothies,train
crops\price_03766.png,10.77,train,price,9,0.53,Juices & Smoothies,train
crops\price_03767.png,10.77,test,price,10,0.53,Juices & Smoothies,train
crops\price_03768.png,10.77,train,price,0,0.74,Juices & Smoothies,train
crops\price_03769.png,10.77,test,price,3,0.81,Juices & Smoothies,train
crops\price_03770.png,10.77,train,price,8,0.9,Juices & Smoothies,train
crops\price_03771.png,10.77,train,price,2,0.6,Juices & Smoothies,train
crops\name_03772.png,Lemon Mint,test,name,10,0.56,Juices & Smoothies,train
crops\name_03773.png,Lemon Mint,train,name,6,0.91,Juices & Smoothies,train
crops\name_03774.png,Lemon Mint,train,name,6,0.57,Juices & Smoothies,train
crops\name_03775.png,Lemon Mint,train,name,8,0.47,Juices & Smoothies,train
crops\name_03776.png,Lemon Mint,train,name,8,0.77,Juices & Smoothies,train
crops\name_03777.png,Lemon Mint,train,name,9,0.64,Juices & Smoothies,train
crops\name_03778.png,Lemon Mint,train,name,1,0.43,Juices & Smoothies,train
crops\name_03779.png,Lemon Mint,train,name,11,0.4,Juices & Smoothies,train
crops\name_03780.png,Lemon Mint,val,name,7,0.48,Juices & Smoothies,train
crops\name_03781.png,Lemon Mint,train,name,8,0.43,Juices & Smoothies,train
crops\name_03782.png,Lemon Mint,train,name,0,0.86,Juices & Smoothies,train
crops\name_03783.png,Lemon Mint,train,name,4,0.48,Juices & Smoothies,train
crops\name_03784.png,Lemon Mint,train,name,5,0.87,Juices & Smoothies,train
crops\name_03785.png,Lemon Mint,test,name,3,0.62,Juices & Smoothies,train
crops\name_03786.png,Lemon Mint,train,name,1,0.44,Juices & Smoothies,train
crops\name_03787.png,Lemon Mint,train,name,0,0.81,Juices & Smoothies,train
crops\name_03788.png,Lemon Mint,test,name,3,0.49,Juices & Smoothies,train
crops\name_03789.png,Lemon Mint,train,name,0,0.41,Juices & Smoothies,train
crops\name_03790.png,Lemon Mint,train,name,0,0.44,Juices & Smoothies,train
crops\name_03791.png,Lemon Mint,train,name,6,0.63,Juices & Smoothies,train
crops\name_03792.png,Lemon Mint,train,name,6,0.4,Juices & Smoothies,train
crops\name_03793.png,Lemon Mint,train,name,5,0.58,Juices & Smoothies,train
crops\name_03794.png,Lemon Mint,train,name,8,0.6,Juices & Smoothies,train
crops\price_03795.png,11.23,train,price,9,0.53,Juices & Smoothies,train
crops\price_03796.png,11.23,train,price,5,0.56,Juices & Smoothies,train
crops\price_03797.png,11.23,train,price,11,0.88,Juices & Smoothies,train
crops\price_03798.png,11.23,train,price,5,0.69,Juices & Smoothies,train
crops\price_03799.png,11.23,train,price,8,0.63,Juices & Smoothies,train
crops\price_03800.png,11.23,train,price,0,0.9,Juices & Smoothies,train
crops\price_03801.png,11.23,val,price,7,0.54,Juices & Smoothies,train
crops\price_03802.png,11.23,train,price,11,0.86,Juices & Smoothies,train
crops\price_03803.png,11.23,train,price,0,0.76,Juices & Smoothies,train
crops\price_03804.png,11.23,train,price,1,0.5,Juices & Smoothies,train
crops\price_03805.png,11.23,val,price,7,0.71,Juices & Smoothies,train
crops\price_03806.png,11.23,train,price,0,0.53,Juices & Smoothies,train
crops\price_03807.png,11.23,val,price,12,0.53,Juices & Smoothies,train
crops\price_03808.png,11.23,val,price,7,0.51,Juices & Smoothies,train
crops\price_03809.png,11.23,train,price,0,0.58,Juices & Smoothies,train
crops\price_03810.png,11.23,train,price,11,0.84,Juices & Smoothies,train
crops\price_03811.png,11.23,train,price,4,0.44,Juices & Smoothies,train
crops\price_03812.png,11.23,train,price,6,0.69,Juices & Smoothies,train
crops\price_03813.png,11.23,test,price,10,0.71,Juices & Smoothies,train
crops\price_03814.png,11.23,train,price,8,0.61,Juices & Smoothies,train
crops\price_03815.png,11.23,train,price,5,0.76,Juices & Smoothies,train
crops\price_03816.png,11.23,train,price,5,0.44,Juices & Smoothies,train
crops\price_03817.png,11.23,val,price,7,0.52,Juices & Smoothies,train
crops\name_03818.png,Mango Smoothie,train,name,8,0.85,Juices & Smoothies,train
crops\name_03819.png,Mango Smoothie,train,name,4,0.76,Juices & Smoothies,train
crops\name_03820.png,Mango Smoothie,train,name,11,0.65,Juices & Smoothies,train
crops\name_03821.png,Mango Smoothie,val,name,12,0.85,Juices & Smoothies,train
crops\name_03822.png,Mango Smoothie,train,name,6,0.46,Juices & Smoothies,train
crops\name_03823.png,Mango Smoothie,val,name,12,0.61,Juices & Smoothies,train
crops\name_03824.png,Mango Smoothie,test,name,3,0.85,Juices & Smoothies,train
crops\name_03825.png,Mango Smoothie,val,name,7,0.93,Juices & Smoothies,train
crops\name_03826.png,Mango Smoothie,train,name,11,0.42,Juices & Smoothies,train
crops\name_03827.png,Mango Smoothie,train,name,6,0.73,Juices & Smoothies,train
crops\name_03828.png,Mango Smoothie,test,name,10,0.45,Juices & Smoothies,train
crops\name_03829.png,Mango Smoothie,test,name,10,0.4,Juices & Smoothies,train
crops\name_03830.png,Mango Smoothie,train,name,11,0.76,Juices & Smoothies,train
crops\name_03831.png,Mango Smoothie,train,name,6,0.95,Juices & Smoothies,train
crops\name_03832.png,Mango Smoothie,test,name,10,0.47,Juices & Smoothies,train
crops\name_03833.png,Mango Smoothie,train,name,9,0.82,Juices & Smoothies,train
crops\name_03834.png,Mango Smoothie,train,name,4,0.7,Juices & Smoothies,train
crops\name_03835.png,Mango Smoothie,val,name,7,0.44,Juices & Smoothies,train
crops\name_03836.png,Mango Smoothie,test,name,10,0.77,Juices & Smoothies,train
crops\name_03837.png,Mango Smoothie,train,name,4,0.83,Juices & Smoothies,train
crops\name_03838.png,Mango Smoothie,train,name,6,0.73,Juices & Smoothies,train
crops\name_03839.png,Mango Smoothie,train,name,8,0.76,Juices & Smoothies,train
crops\name_03840.png,Mango Smoothie,train,name,1,0.67,Juices & Smoothies,train
crops\price_03841.png,10.42,train,price,11,0.47,Juices & Smoothies,train
crops\price_03842.png,10.42,test,price,10,0.78,Juices & Smoothies,train
crops\price_03843.png,10.42,val,price,12,0.91,Juices & Smoothies,train
crops\price_03844.png,10.42,train,price,4,0.82,Juices & Smoothies,train
crops\price_03845.png,10.42,train,price,5,0.76,Juices & Smoothies,train
crops\price_03846.png,10.42,train,price,1,0.5,Juices & Smoothies,train
crops\price_03847.png,10.42,test,price,3,0.84,Juices & Smoothies,train
crops\price_03848.png,10.42,val,price,12,0.69,Juices & Smoothies,train
crops\price_03849.png,10.42,train,price,4,0.79,Juices & Smoothies,train
crops\price_03850.png,10.42,train,price,6,0.92,Juices & Smoothies,train
crops\price_03851.png,10.42,train,price,1,0.92,Juices & Smoothies,train
crops\price_03852.png,10.42,train,price,8,0.93,Juices & Smoothies,train
crops\price_03853.png,10.42,train,price,5,0.65,Juices & Smoothies,train
crops\price_03854.png,10.42,train,price,8,0.53,Juices & Smoothies,train
crops\price_03855.png,10.42,train,price,8,0.77,Juices & Smoothies,train
crops\price_03856.png,10.42,test,price,3,0.52,Juices & Smoothies,train
crops\price_03857.png,10.42,train,price,9,0.61,Juices & Smoothies,train
crops\price_03858.png,10.42,val,price,12,0.58,Juices & Smoothies,train
crops\price_03859.png,10.42,train,price,9,0.52,Juices & Smoothies,train
crops\price_03860.png,10.42,train,price,8,0.9,Juices & Smoothies,train
crops\price_03861.png,10.42,test,price,3,0.88,Juices & Smoothies,train
crops\price_03862.png,10.42,train,price,1,0.59,Juices & Smoothies,train
crops\price_03863.png,10.42,val,price,7,0.65,Juices & Smoothies,train
crops\name_03864.png,Strawberry Smoothie,val,name,12,0.61,Juices & Smoothies,train
crops\name_03865.png,Strawberry Smoothie,val,name,7,0.89,Juices & Smoothies,train
crops\name_03866.png,Strawberry Smoothie,train,name,9,0.55,Juices & Smoothies,train
crops\name_03867.png,Strawberry Smoothie,train,name,8,0.49,Juices & Smoothies,train
crops\name_03868.png,Strawberry Smoothie,train,name,8,0.92,Juices & Smoothies,train
crops\name_03869.png,Strawberry Smoothie,train,name,11,0.49,Juices & Smoothies,train
crops\name_03870.png,Strawberry Smoothie,train,name,1,0.69,Juices & Smoothies,train
crops\name_03871.png,Strawberry Smoothie,train,name,5,0.84,Juices & Smoothies,train
crops\name_03872.png,Strawberry Smoothie,train,name,6,0.57,Juices & Smoothies,train
crops\name_03873.png,Strawberry Smoothie,train,name,11,0.89,Juices & Smoothies,train
crops\name_03874.png,Strawberry Smoothie,train,name,2,0.61,Juices & Smoothies,train
crops\name_03875.png,Strawberry Smoothie,test,name,3,0.48,Juices & Smoothies,train
crops\name_03876.png,Strawberry Smoothie,val,name,12,0.67,Juices & Smoothies,train
crops\name_03877.png,Strawberry Smoothie,train,name,11,0.54,Juices & Smoothies,train
crops\name_03878.png,Strawberry Smoothie,train,name,6,0.76,Juices & Smoothies,train
crops\name_03879.png,Strawberry Smoothie,train,name,8,0.75,Juices & Smoothies,train
crops\name_03880.png,Strawberry Smoothie,train,name,4,0.67,Juices & Smoothies,train
crops\name_03881.png,Strawberry Smoothie,train,name,1,0.89,Juices & Smoothies,train
crops\name_03882.png,Strawberry Smoothie,train,name,9,0.76,Juices & Smoothies,train
crops\name_03883.png,Strawberry Smoothie,val,name,12,0.42,Juices & Smoothies,train
crops\name_03884.png,Strawberry Smoothie,train,name,0,0.94,Juices & Smoothies,train
crops\name_03885.png,Strawberry Smoothie,train,name,1,0.51,Juices & Smoothies,train
crops\name_03886.png,Strawberry Smoothie,train,name,1,0.79,Juices & Smoothies,train
crops\price_03887.png,10.98,train,price,2,0.81,Juices & Smoothies,train
crops\price_03888.png,10.98,val,price,7,0.76,Juices & Smoothies,train
crops\price_03889.png,10.98,val,price,7,0.83,Juices & Smoothies,train
crops\price_03890.png,10.98,train,price,9,0.83,Juices & Smoothies,train
crops\price_03891.png,10.98,train,price,4,0.72,Juices & Smoothies,train
crops\price_03892.png,10.98,train,price,0,0.73,Juices & Smoothies,train
crops\price_03893.png,10.98,train,price,4,0.48,Juices & Smoothies,train
crops\price_03894.png,10.98,train,price,2,0.82,Juices & Smoothies,train
crops\price_03895.png,10.98,train,price,0,0.57,Juices & Smoothies,train
crops\price_03896.png,10.98,train,price,2,0.68,Juices & Smoothies,train
crops\price_03897.png,10.98,train,price,6,0.68,Juices & Smoothies,train
crops\price_03898.png,10.98,train,price,11,0.4,Juices & Smoothies,train
crops\price_03899.png,10.98,train,price,11,0.95,Juices & Smoothies,train
crops\price_03900.png,10.98,train,price,5,0.49,Juices & Smoothies,train
crops\price_03901.png,10.98,test,price,3,0.51,Juices & Smoothies,train
crops\price_03902.png,10.98,train,price,0,0.51,Juices & Smoothies,train
crops\price_03903.png,10.98,val,price,12,0.6,Juices & Smoothies,train
crops\price_03904.png,10.98,val,price,7,0.88,Juices & Smoothies,train
crops\price_03905.png,10.98,test,price,3,0.77,Juices & Smoothies,train
crops\price_03906.png,10.98,test,price,3,0.52,Juices & Smoothies,train
crops\price_03907.png,10.98,test,price,10,0.89,Juices & Smoothies,train
crops\price_03908.png,10.98,val,price,12,0.7,Juices & Smoothies,train
crops\price_03909.png,10.98,val,price,7,0.59,Juices & Smoothies,train
crops\name_03910.png,Green Detox,train,name,9,0.57,Juices & Smoothies,val
crops\name_03911.png,Green Detox,val,name,12,0.7,Juices & Smoothies,val
crops\name_03912.png,Green Detox,train,name,1,0.9,Juices & Smoothies,val
crops\name_03913.png,Green Detox,train,name,11,0.9,Juices & Smoothies,val
crops\name_03914.png,Green Detox,train,name,0,0.64,Juices & Smoothies,val
crops\name_03915.png,Green Detox,train,name,8,0.87,Juices & Smoothies,val
crops\name_03916.png,Green Detox,train,name,5,0.45,Juices & Smoothies,val
crops\name_03917.png,Green Detox,train,name,2,0.78,Juices & Smoothies,val
crops\name_03918.png,Green Detox,train,name,1,0.65,Juices & Smoothies,val
crops\name_03919.png,Green Detox,train,name,9,0.53,Juices & Smoothies,val
crops\name_03920.png,Green Detox,test,name,10,0.41,Juices & Smoothies,val
crops\name_03921.png,Green Detox,train,name,6,0.65,Juices & Smoothies,val
crops\name_03922.png,Green Detox,val,name,7,0.82,Juices & Smoothies,val
crops\name_03923.png,Green Detox,test,name,10,0.81,Juices & Smoothies,val
crops\name_03924.png,Green Detox,test,name,3,0.57,Juices & Smoothies,val
crops\name_03925.png,Green Detox,train,name,1,0.46,Juices & Smoothies,val
crops\name_03926.png,Green Detox,train,name,1,0.64,Juices & Smoothies,val
crops\name_03927.png,Green Detox,train,name,9,0.74,Juices & Smoothies,val
crops\name_03928.png,Green Detox,train,name,8,0.43,Juices & Smoothies,val
crops\name_03929.png,Green Detox,train,name,1,0.79,Juices & Smoothies,val
crops\name_03930.png,Green Detox,train,name,4,0.43,Juices & Smoothies,val
crops\name_03931.png,Green Detox,test,name,3,0.7,Juices & Smoothies,val
crops\name_03932.png,Green Detox,test,name,3,0.68,Juices & Smoothies,val
crops\price_03933.png,"11,23",train,price,8,0.41,Juices & Smoothies,val
crops\price_03934.png,"11,23",train,price,1,0.47,Juices & Smoothies,val
crops\price_03935.png,"11,23",train,price,0,0.91,Juices & Smoothies,val
crops\price_03936.png,"11,23",train,price,1,0.91,Juices & Smoothies,val
crops\price_03937.png,"11,23",train,price,9,0.94,Juices & Smoothies,val
crops\price_03938.png,"11,23",train,price,1,0.84,Juices & Smoothies,val
crops\price_03939.png,"11,23",train,price,11,0.81,Juices & Smoothies,val
crops\price_03940.png,"11,23",train,price,1,0.6,Juices & Smoothies,val
crops\price_03941.png,"11,23",train,price,6,0.9,Juices & Smoothies,val
crops\price_03942.png,"11,23",train,price,1,0.55,Juices & Smoothies,val
crops\price_03943.png,"11,23",train,price,1,0.45,Juices & Smoothies,val
crops\price_03944.png,"11,23",train,price,5,0.48,Juices & Smoothies,val
crops\price_03945.png,"11,23",train,price,5,0.93,Juices & Smoothies,val
crops\price_03946.png,"11,23",train,price,8,0.63,Juices & Smoothies,val
crops\price_03947.png,"11,23",test,price,3,0.47,Juices & Smoothies,val
crops\price_03948.png,"11,23",val,price,12,0.45,Juices & Smoothies,val
crops\price_03949.png,"11,23",train,price,11,0.66,Juices & Smoothies,val
crops\price_03950.png,"11,23",val,price,12,0.58,Juices & Smoothies,val
crops\price_03951.png,"11,23",train,price,2,0.79,Juices & Smoothies,val
crops\price_03952.png,"11,23",train,price,4,0.68,Juices & Smoothies,val
crops\price_03953.png,"11,23",train,price,6,0.59,Juices & Smoothies,val
crops\price_03954.png,"11,23",train,price,1,0.62,Juices & Smoothies,val
crops\price_03955.png,"11,23",train,price,0,0.48,Juices & Smoothies,val
crops\name_03956.png,Watermelon Juice,train,name,1,0.69,Juices & Smoothies,train
crops\name_03957.png,Watermelon Juice,train,name,4,0.7,Juices & Smoothies,train
crops\name_03958.png,Watermelon Juice,train,name,6,0.65,Juices & Smoothies,train
crops\name_03959.png,Watermelon Juice,val,name,12,0.67,Juices & Smoothies,train
crops\name_03960.png,Watermelon Juice,train,name,2,0.68,Juices & Smoothies,train
crops\name_03961.png,Watermelon Juice,train,name,1,0.42,Juices & Smoothies,train
crops\name_03962.png,Watermelon Juice,train,name,4,0.95,Juices & Smoothies,train
crops\name_03963.png,Watermelon Juice,val,name,12,0.67,Juices & Smoothies,train
crops\name_03964.png,Watermelon Juice,train,name,6,0.41,Juices & Smoothies,train
crops\name_03965.png,Watermelon Juice,val,name,12,0.74,Juices & Smoothies,train
crops\name_03966.png,Watermelon Juice,train,name,4,0.76,Juices & Smoothies,train
crops\name_03967.png,Watermelon Juice,test,name,3,0.77,Juices & Smoothies,train
crops\name_03968.png,Watermelon Juice,train,name,5,0.84,Juices & Smoothies,train
crops\name_03969.png,Watermelon Juice,train,name,4,0.43,Juices & Smoothies,train
crops\name_03970.png,Watermelon Juice,train,name,2,0.78,Juices & Smoothies,train
crops\name_03971.png,Watermelon Juice,train,name,0,0.9,Juices & Smoothies,train
crops\name_03972.png,Watermelon Juice,train,name,4,0.82,Juices & Smoothies,train
crops\name_03973.png,Watermelon Juice,train,name,5,0.87,Juices & Smoothies,train
crops\name_03974.png,Watermelon Juice,train,name,5,0.83,Juices & Smoothies,train
crops\name_03975.png,Watermelon Juice,train,name,4,0.82,Juices & Smoothies,train
crops\name_03976.png,Watermelon Juice,train,name,9,0.8,Juices & Smoothies,train
crops\name_03977.png,Watermelon Juice,train,name,5,0.92,Juices & Smoothies,train
crops\name_03978.png,Watermelon Juice,train,name,8,0.54,Juices & Smoothies,train
crops\price_03979.png,7,train,price,8,0.52,Juices & Smoothies,train
crops\price_03980.png,7,train,price,6,0.7,Juices & Smoothies,train
crops\price_03981.png,7,val,price,7,0.65,Juices & Smoothies,train
crops\price_03982.png,7,train,price,9,0.52,Juices & Smoothies,train
crops\price_03983.png,7,train,price,5,0.48,Juices & Smoothies,train
crops\price_03984.png,7,train,price,2,0.72,Juices & Smoothies,train
crops\price_03985.png,7,val,price,12,0.41,Juices & Smoothies,train
crops\price_03986.png,7,train,price,11,0.55,Juices & Smoothies,train
crops\price_03987.png,7,train,price,5,0.44,Juices & Smoothies,train
crops\price_03988.png,7,train,price,8,0.8,Juices & Smoothies,train
crops\price_03989.png,7,val,price,12,0.8,Juices & Smoothies,train
crops\price_03990.png,7,train,price,6,0.54,Juices & Smoothies,train
crops\price_03991.png,7,train,price,0,0.78,Juices & Smoothies,train
crops\price_03992.png,7,train,price,4,0.52,Juices & Smoothies,train
crops\price_03993.png,7,train,price,2,0.5,Juices & Smoothies,train
crops\price_03994.png,7,train,price,9,0.76,Juices & Smoothies,train
crops\price_03995.png,7,train,price,5,0.67,Juices & Smoothies,train
crops\price_03996.png,7,test,price,3,0.71,Juices & Smoothies,train
crops\price_03997.png,7,train,price,5,0.75,Juices & Smoothies,train
crops\price_03998.png,7,val,price,12,0.73,Juices & Smoothies,train
crops\price_03999.png,7,train,price,6,0.89,Juices & Smoothies,train
crops\price_04000.png,7,train,price,4,0.73,Juices & Smoothies,train
crops\price_04001.png,7,train,price,9,0.72,Juices & Smoothies,train
crops\name_04002.png,Avocado Smoothie,train,name,2,0.51,Juices & Smoothies,train
crops\name_04003.png,Avocado Smoothie,test,name,10,0.82,Juices & Smoothies,train
crops\name_04004.png,Avocado Smoothie,train,name,5,0.81,Juices & Smoothies,train
crops\name_04005.png,Avocado Smoothie,train,name,0,0.52,Juices & Smoothies,train
crops\name_04006.png,Avocado Smoothie,test,name,3,0.73,Juices & Smoothies,train
crops\name_04007.png,Avocado Smoothie,train,name,2,0.45,Juices & Smoothies,train
crops\name_04008.png,Avocado Smoothie,train,name,8,0.84,Juices & Smoothies,train
crops\name_04009.png,Avocado Smoothie,train,name,9,0.8,Juices & Smoothies,train
crops\name_04010.png,Avocado Smoothie,train,name,0,0.58,Juices & Smoothies,train
crops\name_04011.png,Avocado Smoothie,test,name,3,0.83,Juices & Smoothies,train
crops\name_04012.png,Avocado Smoothie,train,name,1,0.55,Juices & Smoothies,train
crops\name_04013.png,Avocado Smoothie,train,name,6,0.53,Juices & Smoothies,train
crops\name_04014.png,Avocado Smoothie,val,name,7,0.44,Juices & Smoothies,train
crops\name_04015.png,Avocado Smoothie,test,name,10,0.8,Juices & Smoothies,train
crops\name_04016.png,Avocado Smoothie,test,name,3,0.68,Juices & Smoothies,train
crops\name_04017.png,Avocado Smoothie,test,name,3,0.69,Juices & Smoothies,train
crops\name_04018.png,Avocado Smoothie,train,name,5,0.44,Juices & Smoothies,train
crops\name_04019.png,Avocado Smoothie,val,name,7,0.51,Juices & Smoothies,train
crops\name_04020.png,Avocado Smoothie,val,name,7,0.66,Juices & Smoothies,train
crops\name_04021.png,Avocado Smoothie,train,name,8,0.57,Juices & Smoothies,train
crops\name_04022.png,Avocado Smoothie,train,name,1,0.73,Juices & Smoothies,train
crops\name_04023.png,Avocado Smoothie,test,name,10,0.45,Juices & Smoothies,train
crops\name_04024.png,Avocado Smoothie,train,name,5,0.93,Juices & Smoothies,train
crops\price_04025.png,5.910 dt,train,price,8,0.67,Juices & Smoothies,train
crops\price_04026.png,5.910 dt,val,price,7,0.9,Juices & Smoothies,train
crops\price_04027.png,5.910 dt,train,price,8,0.6,Juices & Smoothies,train
crops\price_04028.png,5.910 dt,train,price,1,0.54,Juices & Smoothies,train
crops\price_04029.png,5.910 dt,train,price,2,0.76,Juices & Smoothies,train
crops\price_04030.png,5.910 dt,train,price,8,0.51,Juices & Smoothies,train
crops\price_04031.png,5.910 dt,val,price,7,0.92,Juices & Smoothies,train
crops\price_04032.png,5.910 dt,train,price,1,0.66,Juices & Smoothies,train
crops\price_04033.png,5.910 dt,val,price,12,0.78,Juices & Smoothies,train
crops\price_04034.png,5.910 dt,train,price,0,0.71,Juices & Smoothies,train
crops\price_04035.png,5.910 dt,train,price,4,0.46,Juices & Smoothies,train
crops\price_04036.png,5.910 dt,train,price,9,0.68,Juices & Smoothies,train
crops\price_04037.png,5.910 dt,test,price,3,0.56,Juices & Smoothies,train
crops\price_04038.png,5.910 dt,train,price,5,0.7,Juices & Smoothies,train
crops\price_04039.png,5.910 dt,test,price,3,0.78,Juices & Smoothies,train
crops\price_04040.png,5.910 dt,val,price,7,0.79,Juices & Smoothies,train
crops\price_04041.png,5.910 dt,test,price,10,0.93,Juices & Smoothies,train
crops\price_04042.png,5.910 dt,train,price,6,0.54,Juices & Smoothies,train
crops\price_04043.png,5.910 dt,train,price,11,0.6,Juices & Smoothies,train
crops\price_04044.png,5.910 dt,train,price,4,0.56,Juices & Smoothies,train
crops\price_04045.png,5.910 dt,test,price,3,0.81,Juices & Smoothies,train
crops\price_04046.png,5.910 dt,val,price,7,0.58,Juices & Smoothies,train
crops\price_04047.png,5.910 dt,val,price,12,0.41,Juices & Smoothies,train
crops\name_04048.png,Carrot Ginger,val,name,7,0.53,Juices & Smoothies,train
crops\name_04049.png,Carrot Ginger,train,name,5,0.85,Juices & Smoothies,train
crops\name_04050.png,Carrot Ginger,train,name,2,0.7,Juices & Smoothies,train
crops\name_04051.png,Carrot Ginger,val,name,12,0.46,Juices & Smoothies,train
crops\name_04052.png,Carrot Ginger,train,name,2,0.54,Juices & Smoothies,train
crops\name_04053.png,Carrot Ginger,train,name,11,0.45,Juices & Smoothies,train
crops\name_04054.png,Carrot Ginger,train,name,1,0.67,Juices & Smoothies,train
crops\name_04055.png,Carrot Ginger,train,name,5,0.81,Juices & Smoothies,train
crops\name_04056.png,Carrot Ginger,train,name,4,0.43,Juices & Smoothies,train
crops\name_04057.png,Carrot Ginger,train,name,1,0.86,Juices & Smoothies,train
crops\name_04058.png,Carrot Ginger,train,name,0,0.43,Juices & Smoothies,train
crops\name_04059.png,Carrot Ginger,train,name,11,0.79,Juices & Smoothies,train
crops\name_04060.png,Carrot Ginger,train,name,2,0.54,Juices & Smoothies,train
crops\name_04061.png,Carrot Ginger,train,name,2,0.74,Juices & Smoothies,train
crops\name_04062.png,Carrot Ginger,train,name,2,0.94,Juices & Smoothies,train
crops\name_04063.png,Carrot Ginger,train,name,8,0.51,Juices & Smoothies,train
crops\name_04064.png,Carrot Ginger,val,name,7,0.88,Juices & Smoothies,train
crops\name_04065.png,Carrot Ginger,train,name,4,0.8,Juices & Smoothies,train
crops\name_04066.png,Carrot Ginger,train,name,6,0.87,Juices & Smoothies,train
crops\name_04067.png,Carrot Ginger,test,name,10,0.79,Juices & Smoothies,train
crops\name_04068.png,Carrot Ginger,train,name,2,0.77,Juices & Smoothies,train
crops\name_04069.png,Carrot Ginger,train,name,11,0.65,Juices & Smoothies,train
crops\name_04070.png,Carrot Ginger,train,name,5,0.49,Juices & Smoothies,train
